category,ProductFamily,nid,WebsitePosition,ProductId,Model,Price,Frame,Fork,Rims,Hubs,Spokes,Tires,Pedals,Crank,BottomBracket,Chain,RearCogs,FrontDerailleur,RearDerailleur,Shifters,Handlebar,Grips,Stem,Headset,Brakes,BrakeLevers,Saddle,Seatpost,Sizes,Weight,RearShock,CrankOption,Extras,Display,Battery,Charger,DriveUnit
Mountain,Cross Country,c4f0dee5-d6fb-489a-9624-11286eba7b94,24,5b4b2f92-b71a-4ff1-9777-40b4fd1ac8bd,F-Si Carbon 5,"$2,300","ALL-NEW F-Si, BallisTec Carbon, SAVE, PF30A, tapered head tube, Speed Release 12mm thru axle, Ai Offset","RockShox Reba RL, 100mm, Solo Air, 15x110, tapered steerer, 51mm offset","WTB STX i23 TCS, 28h, tubeless ready","Formula 15x110 front, 12x148 rear w/ HG driver",DT Swiss Champion (Ai Offset dish - rear),"Schwalbe Racing Ray Performance 29 x 2.25 front, Racing Ralph Performance 2.25"" rear, Addix Compound, tubeless ready",Not Included,"Truvativ Stylo 6K, 34T, Ai Custom",Cannondale Alloy PressFit30,"SRAM NX Eagle, 12-speed","SRAM PG-1230, NX Eagle, 11-50, 12-speed",NA,SRAM NX Eagle,"SRAM NX Eagle, 12-speed","Cannondale C3 Flat, 6061 double-butted Alloy, 8-degree sweep, 760mm",Cannondale Locking Grips,"Cannondale C3, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 7-degree","Integrated, 1-1/8 to 1.5"", sealed angular contact bearings (Integrated steer stop size small only)","Shimano MT500 hydro disc, 160/160mm RT56 rotors",Shimano MT500 hydro disc,"Fabric Scoop Shallow Sport, steel rails","Cannondale C3, 7075 Alloy, 27.2 x 400mm","S, M, L, XL",10.8 kg / 23.8 lbs (MD),NA,NA,Speed Release rear axle,NA,NA,NA,NA
Mountain,Cross Country,c4f0dee5-d6fb-489a-9624-11286eba7b94,25,2925212d-c79b-4dc0-bce2-d99caccd616c,F-Si Hi-MOD Team [2018],"$9,000","F-Si, BallisTec Hi-MOD Carbon, SAVE, PF30A, 1.5 Si Head Tube, Ai Offset, 27.5"" (S), 29"" (M-XL)","Lefty 2.0 Carbon, 2Spring, 100mm, XLR Isolated Damper Technology with XC+ tune and XLoc remote, 55mm offset (29), 50mm offset (27.5)","ENVE Carbon M50, Tubeless Ready","Lefty 60 front, C36 DT-Swiss Rear, Star Ratchet, 135x9mm, 28 hole (Ai Offset dish - Rear), DT QR",DT Swiss AeroLite (Ai Offset dish - Rear),"Schwalbe Rocket Ron EVO Snakeskin, 29/27.5x2.25"",  folding, Tubeless Ready",Not included,"SRAM XX1 Eagle, BB30, 34T, Ai Custom",Cannondale Alloy PressFit30,"SRAM PCX01 Eagle , 12-speed","SRAM XG1295 Eagle, 10-50, 12-speed",NA,"SRAM XX1 Eagle, 12-speed","SRAM XX1 Eagle, 12-speed","FSA K-Force Carbon, flat, 760mm",Cannondale  Locking Grips,"Cannondale C1, 6061 Alloy, 1.5"", 31.8, -5 deg.",Cannondale HeadShok Si,"SRAM Level Ultimate, Centerline Rotors 180/160mm",SRAM Level Ultimate,Prologo Zero II TiRox Rail,"Cannondale SAVE Full Carbon, 20mm Offset, 27.2x400mm","S (27.5"") M, L, XL (29"")",NA,NA,NA,NA,NA,NA,NA,NA
Mountain,Cross Country,c4f0dee5-d6fb-489a-9624-11286eba7b94,26,08d429a9-d907-4f5a-aff8-661d83d9fbab,F-Si Hi-MOD Carbon 1 [2018],"$6,000","F-Si, BallisTec Hi-MOD Carbon, SAVE, PF30A, 1.5 Si Head Tube, Ai Offset, 27.5"" (S), 29"" (M-XL)","Lefty 2.0 Carbon, 2Spring, 100mm, XLR Isolated Damper Technology with XC+ tune and XLoc remote, 55mm offset (29), 50mm offset (27.5)","HollowGram 23, Superlight Hi-Impact Carbon, Tubeless Ready, 28hole, 23mm inner","Lefty 60 front, C36 by DT-Swiss Rear, Star Ratchet, 135x9mm, 28 hole (Ai Offset dish - Rear), QR",DT-Swiss Aerolite (Ai Offset dish - Rear),"Schwalbe Rocket Ron EVO Snakeskin, 29x2.25"", folding, Tubeless Ready",Not included,"Truvativ Stylo Carbon Eagle, BB30, 34T, Ai Custom",Cannondale Alloy PressFit30,SRAM Eagle 12 speed,"SRAM XG-1295 Eagle, 10-50, 12-speed",NA,"SRAM XX1 Eagle, Type 3 RBC, 12-speed","SRAM X01 Eagle, 12-speed","Cannondale C1 flat, Carbon, 760mm",Cannondale Locking Grips,"Cannondale C1, 7075 Alloy, 31.8, -5°",Cannondale HeadShok Si,"SRAM Level TLM, Centerline Rotors, 180/160mm",SRAM TLM,Fabric Scoop Flat Race w/ Titanium Rails,"Cannondale SAVE Full Carbon, 20mm Offset, 27.2x400mm","S (27.5"") M, L, XL (29"")",NA,NA,NA,NA,NA,NA,NA,NA
Mountain,Cross Country,c4f0dee5-d6fb-489a-9624-11286eba7b94,27,07622f6a-9111-4e79-bdbb-cebda75e36c0,F-Si Carbon 2 [2018],"$4,600","F-Si, BallisTec Carbon, SAVE, PF30A, 1.5 Si Head Tube, Ai Offset, 27.5"" (S), 29"" (M-XL)","Lefty 2.0 Carbon, 2Spring, 100mm, XLR Isolated Damper Technology with XC+ tune and XLoc remote, 55mm offset (29), 50mm offset (27.5)","HollowGram 23, Superlight Hi-Impact Carbon, Tubeless Ready, 28hole, 23mm inner","Lefty 60 front, SRAM 900, 135x9mm, 28 hole (Ai Offset dish - Rear), QR",HollowGram Double Butted Straight Pull (Ai Offset dish - Rear),"Schwalbe Rocket Ron EVO Snakeskin, 29/27.5x2.25"",  folding, Tubeless Ready",Not included,"Truvativ Stylo 6k Eagle, BB30, 34T, Ai Custom",Cannondale Alloy PressFit30,SRAM Eagle 12-speed,"SRAM XG-1275 Eagle, 10-50, 12-speed",NA,"SRAM X01 Eagle, 12-speed","SRAM GX Eagle, 12-speed","Cannondale C1 flat, carbon, 760mm",Cannondale Locking Grips,"Cannondale C1, 7075 Alloy, 31.8, -5°",Cannondale HeadShok Si,"SRAM Level TL, 180/160mm, Centerline Rotors",SRAM Level TL,Prologo Zero II STN Rail,"Cannondale SAVE Full Carbon, 20mm Offset, 27.2x400mm","S (27.5"") M,L,XL (29"")",NA,NA,NA,NA,NA,NA,NA,NA
Mountain,Cross Country,c4f0dee5-d6fb-489a-9624-11286eba7b94,28,1b160b11-c314-4269-8ed4-1a1bd2d71c19,F-Si Carbon 3 [2018],"$3,200","F-Si, BallisTec Carbon, SAVE, PF30A, 1.5 Si Head Tube, Ai Offset, 27.5"" (S), 29"" (M-XL)","Lefty 2.0 Alloy OPI, 2Spring, 100mm, PBR Isolated Damper Technology with XC+ tune, 55mm offset (29), 50mm offset (27.5)","Stan's NoTubes Crest MK3, Tubeless Ready","Lefty 60 front, Custom Formula 1702  (Ai Offset dish - Rear), QR",DT-Swiss Competition (Ai Offset dish - Rear),"Schwalbe Racing Ralph EVO Performance, 29/27.5x2.1"",  Tubeless Ready",Not included,"Cannondale Si, Ai, BB30, FSA 26/36 rings",Cannondale Alloy PressFit30,"Shimano CN-HG601, 11-speed","Shimano SLX , 11-42, 11-speed","Shimano XT, direct mount","Shimano XT, Shadow Plus, 11-speed","Shimano  XT, 2x11","Cannondale C2 flat, Butted AL2014 Alloy, 700mm",Cannondale Locking Grips,"Cannondale C1, 6061 Alloy, 1.5"", 31.8, -5°",Cannondale HeadShok Si,"Magura MT-RACE w/ Storm SL Rotors, 180/160mm","Magura MT-RACE w/ Carbotecture body, reach adjust, Shiftmix",Prologo Zero II STN Rail,"Cannondale C2, 7075 alloy,  27.2mm x 400mm","S (27.5"") M, L, XL (29"")",NA,NA,NA,NA,NA,NA,NA,NA
Mountain,Cross Country,c4f0dee5-d6fb-489a-9624-11286eba7b94,29,e0a89830-09c9-45e1-a12d-12e72957d44c,F-Si Carbon 4 [2018],"$2,800","F-Si, BallisTec Carbon, SAVE, PF30A, 1.5 Si Head Tube, Ai Offset, 27.5"" (S), 29"" (M-XL)","Lefty 2.0 Alloy OPI, 2Spring, 100mm, PBR Isolated Damper Technology with XC+ tune, 55mm offset (29), 50mm offset (27.5)","WTB STP i19, Tubeless Ready","Lefty 60 front, Formula DC-1422 (Ai Offset dish - Rear), QR",DT Swiss Competition (Ai Offset dish - Rear),"Schwalbe Racing Ralph Performance 29/27.5x2.25""",Not included,"Cannondale Si, Ai, BB30, FSA 26/36 rings",Cannondale Alloy PressFit30,"KMC X11, 11-speed","SunRace, 11-40, 11-speed","Shimano SLX, direct mount","Shimano XT, Shadow Plus, 11-speed","Shimano SLX , 2x11","Cannondale C3 flat, 6061 double-butted Alloy, 700mm",Cannondale Locking Grips,"Cannondale C3, 6061 Alloy, 1.5"", 31.8, -5°",Cannondale HeadShok Si,"Shimano Deore MT500 hydro disc, 180/160mm (S-160/160mm)",Shimano Deore MT500 hydro disc,Prologo K3,"Cannondale C3, 6061 alloy, 27.2x350mm (XS,S,M) 400mm (L,X)","S (27.5""), L, XL (29"")",NA,NA,NA,NA,NA,NA,NA,NA
Mountain,Cross Country,c4f0dee5-d6fb-489a-9624-11286eba7b94,30,cb3611ed-61ab-473a-ba28-f523a75d944b,F-Si Carbon 5 [2018],"$2,200","F-Si, BallisTec Carbon, SAVE, PF30A, 1.5 Si Head Tube, Ai Offset, 27.5"" (S), 29"" (M-XL)","RockShox Reba RL, 100mm, Solo Air, Tapered Steerer, Maxle Lite, 51mm offset",WTB STP i19 Tubeless Ready,"Formula DC51 front, Formula DC-1422 (Ai Offset dish - Rear), QR",DT Swiss Competition (Ai Offset dish - Rear),"Schwalbe Racing Ralph Performance 29/27.5x2.25""",Not included,"Cannondale Si, BB30 w/ Ai SpideRing, X-Sync®, 32t",Cannondale Alloy PressFit30,"KMC X11, 11-speed","SunRace, 11-46, 11-speed",NA,"Shimano XT, 11-speed Shadow Plus","Shimano SLX , 11-speed","Cannondale C3 flat, 6061 double-butted Alloy, 760mm",Cannondale Locking Grips,"Cannondale C3, 6061 Alloy, 1.5"", 31.8, -5°.",Cannondale HeadShok Si,"Shimano Deore MT-500 hydro disc, 180/160mm (S-160/160mm)",Shimano Deore MT-500 hydro disc,Cannondale Stage 3,"Cannondale C3, 6061 alloy, 27.2x350mm (S,M) 400mm (L,X)","S (27.5"") M, L, XL (29"")",NA,NA,NA,NA,NA,NA,NA,NA
Mountain,Cross Country,c4f0dee5-d6fb-489a-9624-11286eba7b94,31,88bf06a5-7644-4c53-91c0-4bba853d623c,F-Si Throwback Framesets and Lefty Fork,"$4,500","ALL-NEW F-Si, Hi-MOD BallisTec Carbon, SAVE, PF30A, tapered head tube, Speed Release 12mm thru axle, Ai Offset","ALL-NEW Lefty Ocho Carbon, 29"", 100mm, Chamber Damper with cable lockout, OppO Spring System, tapered steerer, 55mm offset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Integrated, 1-1/8 to 1.5"", sealed angular contact bearings (Integrated steer stop size small only)",NA,NA,NA,NA,"S, M, L, XL",NA,NA,NA,NA,NA,NA,NA,NA
Mountain,Trail,ec39d358-0637-4436-9e68-d65316db8fb2,1,fadc5e7b-8e53-4f07-b99a-dc9a0eabd123,Habit Carbon 1,"$7,900","All-New Habit, 130mm travel, BallisTec Carbon Frame and Swingarm, Proportional Response Tuned, Ai offset drivetrain, ISCG05, PF30, Post mount brake, tapered headtube","Fox Float Factory 34, 140mm, FIT4 Damper, 3-Pos adj., Kashima coating, 15x110, tapered steerer, 51mm offset","Stan’s NoTubes Arch MK3, 28h, tubeless ready","Shimano XTR 15x110 front, 12x148 rear 28h, straight pull","DT Swiss Competition, straight pull (Ai Offset dish - rear)","Maxxis Minion DHF 29 x 2.5"" WT front, High Roller II 2.3"" rear, 3C compound, Max Terra, EXO puncture protection, tubeless ready",Not Included,"Cannondale HollowGram Si, BB30 w/ X-Sync SpideRing, 30T Ai Offset",Cannondale Alloy PressFit30,"Shimano XTR, 12-speed","Shimano XTR, 10-51, 12-speed",NA,"Shimano XTR, Shadow Plus, 12-speed","Shimano XTR, 12-speed","Cannondale C1 Riser, Carbon, 15mm rise, 9° sweep, 4° rise, 780mm",Cannondale Locking Grips,"Cannondale C1, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 0°","Integrated, 1-1/8 to 1.5"", sealed angular contact bearings","Shimano XTR Trail, 4 piston, 180/180mm RT900 rotors",Shimano XTR Trail with Reach Adjust,"Fabric Scoop Shallow Race, ti rails","Fox Factory Transfer dropper, Kashima coating, internal routing, 31.6, 125mm (S-M), 150mm (L-XL)","S, M, L, XL",NA,"Fox Float Factory DPX2 EVOL, 130mm, 3-Pos adj.",NA,Fender with custom fun graphics,NA,NA,NA,NA
Mountain,Trail,ec39d358-0637-4436-9e68-d65316db8fb2,2,26c46d39-bfc7-4b83-bc4e-9d27ed340dec,Habit Carbon 2,"$5,250","All-New Habit, 130mm travel, BallisTec Carbon front triangle, SmartForm C1 Alloy swingarm, Proportional Response Tuned, Ai offset drivetrain, ISCG05, PF30, Post mount brake, tapered headtube","Fox Float Performance Elite 34, 130mm, FIT4 Damper, 3-Pos adj., 15x110, tapered steerer, 51mm offset","Stan’s NoTubes Arch MK3, 28h, tubeless ready","Hollowgram 15x110 front, Hollowgram w/ DT internals 12x148 rear w/ XD driver","DT Swiss Competition, straight pull (Ai Offset dish - rear)","Maxxis Minion DHF 29 x 2.5"" WT front, High Roller II 2.3"" rear, 3C compound, Max Terra, EXO puncture protection, tubeless ready",Not Included,"Truvativ Stylo 7K, 30T",Cannondale Alloy PressFit30,"SRAM GX Eagle, 12-speed","SRAM XG-1275, GX Eagle, 10-50, 12-speed",NA,"SRAM X01 Eagle, 12-speed","SRAM GX Eagle, 12-speed","Cannondale C3 Riser, Alloy, 15mm rise, 9° sweep, 4° rise, 780mm",Cannondale Locking Grips,"Cannondale C1, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 0°","Integrated, 1-1/8 to 1.5"", sealed angular contact bearings","SRAM Guide RS hydro disc, 180/180mm Centerline rotors",SRAM Guide RS hydro disc,"Fabric Scoop Shallow Elite, cro-mo rails","Cannondale DownLow Dropper Post, internal routing, 31.6, 125mm (S), 150mm (M-XL)","S, M, L, XL",NA,"Fox Float Performance Elite DPX2 EVOL, 130mm, 3-Pos adj.",NA,Fender with custom fun graphics,NA,NA,NA,NA
Mountain,Trail,ec39d358-0637-4436-9e68-d65316db8fb2,3,a22dd0ab-0a58-482e-9d32-6cf0dfe16b6e,Habit Carbon 3,"$4,000","All-New Habit, 130mm travel, BallisTec Carbon front triangle, SmartForm C1 Alloy swingarm, Proportional Response Tuned, Ai offset drivetrain, ISCG05, PF30, Post mount brake, tapered headtube","Fox Float Performance 34, 130mm, Grip Damper, 3-Pos adj., 15x110, tapered steerer, 51mm offset","Stan’s NoTubes Arch S1, 32h, tubeless ready","Formula 15x110 front, Formula 12x148 rear w/ HG driver",DT Swiss Champion (Ai Offset dish - rear),"Maxxis Minion DHF 29 x 2.5"" WT front, High Roller II 2.3"" rear, Dual compound, EXO puncture protection, tubeless ready",Not Included,"Truvativ Stylo 6K, 30T",Cannondale Alloy PressFit30,"SRAM NX Eagle, 12-speed","SRAM PG-1230, NX Eagle, 11-50, 12-speed",NA,"SRAM GX Eagle, 12-speed","SRAM NX Eagle, 12-speed","Cannondale C3 Riser, 6061 Alloy, 15mm rise, 8° sweep, 4° rise, 780mm",Cannondale Locking Grips,"Cannondale C3, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 0°","Integrated, 1-1/8 to 1.5"", sealed angular contact bearings","SRAM Guide R hydro disc, 180/180mm Centerline rotors",SRAM Guide R hydro disc,"Fabric Scoop Shallow Sport, steel rails","Cannondale DownLow Dropper Post, internal routing, 31.6, 100mm (S), 125mm (M), 150mm (L-XL)","S, M, L, XL",NA,"Fox Float Performance DPS EVOL, 130mm, 3-Pos adj.",NA,Fender with custom fun graphics,NA,NA,NA,NA
Mountain,Trail,ec39d358-0637-4436-9e68-d65316db8fb2,4,d16ece0e-9f33-44b8-890a-f5012bdbf498,Habit Carbon Women's 1,"$4,000","All-New Habit, 130mm travel, BallisTec Carbon front triangle, SmartForm C1 Alloy swingarm, Proportional Response Tuned, Ai offset drivetrain, ISCG05, PF30, Post mount brake, tapered headtube","Fox Float Performance 34, 130mm, Grip Damper, 3-Pos adj., 15x110, tapered steerer, 44mm (XS) / 51mm (S, M) offset","Stan’s NoTubes Arch S1, 32h, tubeless ready","Formula 15x110 front, Formula 12x148 rear w/ HG driver",DT Swiss Champion (Ai Offset dish - rear),"Maxxis Minion DHF 27.5/29 x 2.5"" WT front, High Roller II 2.3"" rear, Dual compound, EXO puncture protection, tubeless ready",Not Included,"Truvativ Stylo 6K, 30T",Cannondale Alloy PressFit30,"SRAM NX Eagle, 12-speed","SRAM PG-1230, NX Eagle, 11-50, 12-speed",NA,"SRAM GX Eagle, 12-speed","SRAM NX Eagle, 12-speed","Cannondale C3 Riser, 6061 Alloy, 15mm rise, 8° sweep, 4° rise, 760mm",Cannondale Low-Profile Locking Grips,"Cannondale C3, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 0°","Integrated, 1-1/8 to 1.5"", sealed angular contact bearings","SRAM Guide R hydro disc, 180/180mm Centerline rotors",SRAM Guide R hydro disc,"Fabric Scoop Women's Sport, steel rails","Cannondale DownLow Dropper Post, internal routing, 31.6, 100mm (XS), 125mm (S), 150mm (M)","XS (27.5"") S, M (29"")",NA,"Fox Float Performance DPS EVOL, 130mm, 3-Pos adj.",NA,Fender with custom fun graphics,NA,NA,NA,NA
Mountain,Trail,ec39d358-0637-4436-9e68-d65316db8fb2,5,a2b8b79b-a782-4878-863c-2801ccf7ce3d,Habit 4,"$3,150","All-New Habit, 130mm travel, SmartForm C1 Alloy, Proportional Response tuned, Ai offset drivetrain, ISCG05, Post mount brake, tapered headtube","Fox Float Rhythm 34, 130mm, Grip Damper, Sweep-Adj, 15x110, tapered steerer, 51mm offset","WTB ST i25 TCS 2.0, 32h, tubeless ready","Formula 15x110 front, Formula 12x148 rear w/ HG driver","Stainless Steel, 14g (Ai Offset dish - rear)","Maxxis Minion DHF 29 x 2.5"" WT front, High Roller II 2.3"" rear, Dual compound, EXO puncture protection, tubeless ready",Not Included,"SRAM X1 Eagle, 30T",SRAM GXP,"SRAM NX Eagle, 12-speed","SRAM PG-1230, NX Eagle, 11-50, 12-speed",NA,"SRAM NX Eagle, 12-speed","SRAM NX Eagle, 12-speed","Cannondale C3 Riser, 6061 Alloy, 15mm rise, 8° sweep, 4° rise, 780mm",Cannondale Locking Grips,"Cannondale C3, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 0°","Integrated, 1-1/8 to 1.5"", sealed angular contact bearings","SRAM Guide T hydro disc, 180/180mm Centerline rotors",SRAM Guide T hydro disc,"Fabric Scoop Shallow Sport, steel rails","TranzX dropper, internal routing, 31.6, 100mm (S), 125mm (M-XL)","S, M, L, XL",NA,"Fox Float Performance DPS EVOL, 130mm, 3-Pos adj.",NA,Fender with custom fun graphics,NA,NA,NA,NA
Mountain,Trail,ec39d358-0637-4436-9e68-d65316db8fb2,6,6078ace4-dd9e-4b5c-9bc6-d7208f8f239c,Habit 5,"$2,625","All-New Habit, 130mm travel, SmartForm C1 Alloy, Proportional Response tuned, Ai offset drivetrain, ISCG05, PF30, Post mount brake, tapered headtube","RockShox Sektor RL, 130mm, DebonAir, 15x110, tapered steerer, 51mm offset","WTB STX i23 TCS, 32h, tubeless ready","Shimano MT400 15x110 front, MT400 12x148 rear","Stainless Steel, 14g (Ai Offset Dish - rear)","Maxxis Minion DHF 29 x 2.5"" WT front, High Roller II 2.3"" rear, Dual compound, EXO puncture protection, tubeless ready",Not Included,"Race Face Ride Cinch, 30T",Race Face Outboard BB,"KMC X11, 11-speed","Sunrace, 11-46, 11-speed",NA,"Shimano SLX GS, 11-speed","Shimano SLX, 11-speed","Cannondale C3 Riser, 6061 Alloy, 15mm rise, 8° sweep, 4° rise, 780mm",Cannondale Locking Grips,"Cannondale C3, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 0°","Integrated, 1-1/8 to 1.5"", sealed angular contact bearings","Shimano MT400 hydro disc, 180/180mm RT54 rotors",Shimano MT400 hydro disc,Cannondale Stage 3,"TranzX dropper, internal routing, 31.6, 100mm (S), 125mm (M-XL)","S, M, L, XL",NA,"Fox Float Performance DPS EVOL, 130mm, 3-Pos adj.",NA,NA,NA,NA,NA,NA
Mountain,Trail,ec39d358-0637-4436-9e68-d65316db8fb2,7,251eace0-8f5b-4cc3-9c4f-5793803c2e80,Habit Women's 2,"$2,625","All-New Habit, 130mm travel, SmartForm C1 Alloy, Proportional Response Tuned, Ai offset drivetrain, ISCG05, PF30, Post mount brake, tapered headtube","RockShox Sektor RL, 130mm, DebonAir, 15x110, tapered steerer, 46mm (XS) / 51mm (S, M) offset","WTB STX i23 TCS, 32h, tubeless ready","Shimano MT400 15x110 front, MT400 12x148 rear","Stainless Steel, 14g (Ai Offset Dish - rear)","Maxxis Minion DHF 27.5/29 x 2.5"" WT front, High Roller II 2.3"" rear, Dual compound, EXO puncture protection, tubeless ready",Not Included,"Race Face Ride Cinch, 30T",Race Face Outboard BB,"KMC X11, 11-speed","Sunrace, 11-46, 11-speed",NA,"Shimano SLX GS, 11-speed","Shimano SLX, 11-speed","Cannondale C3 Riser, 6061 Alloy, 15mm rise, 8° sweep, 4° rise, 760mm",Cannondale Low-Profile Locking Grips,"Cannondale C3, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 0°","Integrated, 1-1/8 to 1.5"", sealed angular contact bearings","Shimano MT400 hydro disc, 180/180mm RT54 rotors",Shimano MT400 hydro disc,Cannondale Stage 3 Women's Ergo,"TranzX dropper, internal routing, 31.6, 80mm (XS), 100mm (S-M)","XS (27.5"") S, M (29"")",NA,"Fox Float Performance DPS EVOL, 130mm, 3-Pos adj.",NA,NA,NA,NA,NA,NA
Mountain,Trail,ec39d358-0637-4436-9e68-d65316db8fb2,8,cee1ece0-e6d3-4ac6-9ebd-3d6c7908de6e,Habit 6,"$2,100","All-New Habit, 130mm travel, SmartForm C1 Alloy, Proportional Response tuned, Ai offset drivetrain, ISCG05, PF30, Post mount brake, tapered headtube","RockShox Recon RL, 130mm, Solo Air, 15x110, tapered steerer, 51mm offset","WTB STX i23 TCS, 32h, tubeless ready","Shimano MT400 15x110 front, MT400 12x148 rear","Stainless Steel, 14g (Ai Offset Dish - rear)","Maxxis Ardent 29 x 2.4"" Dual compound, Exo puncture protection",Not Included,"Race Face Ride Cinch, 30T",Race Face Outboard BB,"KMC X10, 10-speed","Sunrace, 11-42, 10-speed",NA,"Shimano Deore GS, 10-speed","Shimano Deore, 10-speed","Cannondale C3 Riser, 6061 Alloy, 15mm rise, 8° sweep, 4° rise, 780mm",Cannondale Locking Grips,"Cannondale C3, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 0°","Integrated, 1-1/8 to 1.5"", sealed angular contact bearings","Shimano MT200 hydro disc, 180/180mm RT30 rotors",Shimano MT200 hydro disc,Cannondale Stage 3,"Cannondale C4 Alloy, 31.6 x 400mm","S, M, L, XL",NA,"Fox Float Performance DPS EVOL, 130mm, 3-Pos adj.",NA,NA,NA,NA,NA,NA
Mountain,Trail,ec39d358-0637-4436-9e68-d65316db8fb2,9,6ef654a7-be52-48ec-9a8f-4fd12311cc7f,Habit Women's 3,"$2,100","All-New Habit, 130mm travel, SmartForm C1 Alloy, Proportional Response Tuned, Ai offset drivetrain, ISCG05, PF30, Post mount brake, tapered headtube","RockShox Recon RL, 130mm, Solo Air, 15x110, tapered steerer, 42mm (XS) / 51mm (S, M) offset","WTB STX i23 TCS, 32h, tubeless ready","Shimano MT400 15x110 front, MT400 12x148 rear","Stainless Steel, 14g (Ai Offset Dish - rear)","Maxxis Ardent 27.5/29 x 2.4"", Exo Puncture protection",Not Included,"Race Face Ride Cinch, 30T",Race Face Outboard BB,"KMC X10, 10-speed","Sunrace, 11-42, 10-speed",NA,"Shimano Deore GS, 10-speed","Shimano Deore, 10-speed","Cannondale C3 Riser, 6061 Alloy, 15mm rise, 8° sweep, 4° rise, 760mm",Cannondale Low-Profile Locking Grips,"Cannondale C3, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 0°","Integrated, 1-1/8 to 1.5"", sealed angular contact bearings","Shimano MT200 hydro disc, 180/180mm, RT30 rotors",Shimano MT200 hydro disc,Cannondale Stage 3 Women's Ergo,"Cannondale C4, 6061 Alloy, 31.6 x 400mm","XS (27.5"") S, M (29"")",NA,"Fox Float Performance DPS EVOL, 130mm, 3-Pos adj.",NA,NA,NA,NA,NA,NA
Mountain,Trail,ec39d358-0637-4436-9e68-d65316db8fb2,10,e793a9d5-de86-43e0-8087-2578046d5ca3,Bad Habit Carbon 1,"$4,200","All-New Habit, 130mm travel, BallisTec Carbon front triangle, SmartForm C1 Alloy swingarm, Proportional Response Tuned, Ai offset drivetrain, ISCG05, PF30, Post mount brake, tapered headtube","Fox Float Performance 34, 140mm, Grip Damper, 3-Pos adj., 15x110, tapered steerer, 51mm offset","WTB ST i35 TCS 2.0, 32h, tubeless ready","Formula 15x110 front, 12x148 rear w/ HG driver",DT Swiss Champion (Ai Offset dish - rear),"Maxxis Rekon 27.5 x 2.8"" 3C compound, EXO puncture protection, tubeless ready",Not Included,"Truvativ Stylo 6K, 30T",Cannondale Alloy PressFit30,"SRAM NX Eagle, 12-speed","SRAM PG-1230, NX Eagle, 11-50, 12-speed",NA,"SRAM GX Eagle, 12-speed","SRAM NX Eagle, 12-speed","Cannondale C3 Riser, 6061 Alloy, 15mm rise, 8° sweep, 4° rise, 780mm",Cannondale Locking Grips,"Cannondale C3, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 0°","Integrated, 1-1/8 to 1.5"", sealed angular contact bearings","SRAM Guide R hydro disc, 180/180mm Centerline rotors",SRAM Guide R hydro disc,"Fabric Scoop Shallow Sport, steel rails","Cannondale DownLow Dropper Post, internal routing, 31.6, 100mm (S), 125mm (M), 150mm (L-XL)","S, M, L, XL",NA,"Fox Float Performance DPS EVOL, 130mm, 3-Pos adj.",NA,Fender with custom fun graphics,NA,NA,NA,NA
Mountain,Trail,ec39d358-0637-4436-9e68-d65316db8fb2,11,386ef4e4-81b0-46a4-a7a0-78f3a70b1f1e,Bad Habit 2,"$2,625","All-New Habit, 130mm travel, SmartForm C1 Alloy, Proportional Response tuned, Ai offset drivetrain, ISCG05, PF30, Post mount brake, tapered headtube","RockShox Sektor RL, 140mm, DebonAir, 15x110, tapered steerer, 51mm offset","WTB STX i35 TCS, 32h, tubeless ready","Shimano MT400 15x110 front, MT400 12x148 rear","Stainless Steel, 14g (Ai Offset Dish - rear)","Maxxis Rekon 27.5 x 2.8"" Dual compound, EXO puncture protection, tubeless ready",Not Included,"Race Face Ride Cinch, 30T",Raceface Outboard BB,"KMC X11, 11-speed","Sunrace, 11-46, 11-speed",NA,"Shimano SLX GS, 11-speed","Shimano SLX, 11-speed","Cannondale C3 Riser, 6061 Alloy, 15mm rise, 8° sweep, 4° rise, 780mm",Cannondale Locking Grips,"Cannondale C3, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 0°","Integrated, 1-1/8 to 1.5"", sealed angular contact bearings","Shimano MT400 hydro disc, 180/180mm RT54 rotors",Shimano MT400 hydro disc,Cannondale Stage 3,"TranzX dropper, internal routing, 31.6, 120mm","S, M, L, XL",NA,"Fox Float Performance DPS EVOL, 130mm, 3-Pos adj.",NA,NA,NA,NA,NA,NA
