category,ProductFamily,nid,WebsitePosition,ProductId,Model,Price,Frame,Fork,Rims,Hubs,Spokes,Tires,Pedals,Crank,BottomBracket,Chain,RearCogs,FrontDerailleur,RearDerailleur,Shifters,Handlebar,Grips,Stem,Headset,Brakes,BrakeLevers,Saddle,Seatpost,Sizes,Weight,RearShock,CrankOption,Extras,Display,Battery,Charger,DriveUnit
Mountain,Trail,ec39d358-0637-4436-9e68-d65316db8fb2,12,2b5dd23d-4f06-4d34-a494-04f032a9d665,Bad Habit 1 [2018],"$5,500","Bad Habit 27+, 120mm, BallisTec Carbon, SmartForm C1 Alloy swingarm, Ai offset,  Carbon Link, PF30, Flat Mount Brake, Pivoting Der Hanger, 1.5 Si headtube","Lefty 2.0 Alloy OPI, 2Spring, 120mm, PBR Isolated Damper Technology with Trail+ tune, 55mm offset","HollowGram 40, Superlight Hi-Impact Carbon, 40mm inner, hookless, Tubeless Ready","HollowGram Si, Lefty 60 front, Custom DT-Swiss, Star Ratchet, 148x12 Ai Offset dish - rear, straight pull","HollowGram, double butted, straight-pull","Maxxis Rekon 27.5x2.8"" 120 TPI, 3C, EXO Protection, Tubeless Ready",Not included,"Cannondale HollowGram Si, BB30 w/ Ai SpideRing, X-Sync®, 30t",Cannondale Alloy PressFit30,"Shimano HG601, 11-speed","Shimano XT, 11-42, 11-speed",NA,"Shimano XTR, 11-speed Shadow Plus","Shimano XT, 11-speed","Cannondale C3 riser, Alloy, 4°  upsweep, 9°  backsweep, 760x15mm",Cannondale Locking Grips,"Cannondale C1, 6061 Alloy, 1.5"", 60mm, 31.8, 5°",Cannondale HeadShok Si,"Shimano XT, 180/180mm",Shimano XT,Fabric Scoop Shallow Elite,"Fox Transfer dropper, Internal Routing, 31.6, 125mm travel Sm/150mm M-XL","S, M, L, XL",NA,"Fox Float DPS EVOL SV, 3-position lever w/ adjust, 120mm travel",NA,NA,NA,NA,NA,NA
Mountain,Trail,ec39d358-0637-4436-9e68-d65316db8fb2,13,a726b8c2-fbfb-44a2-94b7-9b7981f0a0de,Bad Habit 2 [2018],"$4,800","Bad Habit 27+, 120mm, BallisTec Carbon, SmartForm C1 Alloy swingarm, Ai offset,  Carbon Link, PF30, Flat Mount Brake, Pivoting Der Hanger, 1.5 Si headtube","RockShox Pike RC 120mm, Solo Air Spring, Charger Damper BOOST 110x15, Maxle Stealth, 51mm offset","WTB Scraper i40 TCS 27.5"", 40mm inner, Tubeless Ready","Formula 110x15 w/30mm end caps front, Custom DT-Swiss 370, 148x12 Ai Offset dish - rear straight pull 28 hole rear.",DT Swiss Competition,"Maxxis Rekon 27.5x2.8"" 120 TPI, 3C, EXO Protection, Tubeless Ready",Not included,"Cannondale Si, BB30 w/ Ai SpideRing, X-Sync®, 30t",Cannondale Alloy PressFit30,"SRAM GX Eagle w/ Powerlock, 12-speed","SRAM 1275 Eagle 10-50t, 12-speed",NA,"SRAM GX Eagle, 12-speed",SRAM GX Eagle 12-speed Trigger,"Cannondale C3 riser, Alloy, 4°  upsweep, 9°  backsweep, 760x15mm",Cannondale Lock-On,"Cannondale C1, 6061 Alloy, 60mm, 31.8, 5°",Cannondale HeadShok Si,"SRAM Guide R, Centerline Rotors, 180/180mm",SRAM Guide R,Fabric Scoop Shallow Elite,"RaceFace Aeffect Dropper, 31.6mm, 125/150mm travel.","S, M, L, XL",NA,"Fox Float DPS Performance EVOL SV, 3 Position Adjust",NA,NA,NA,NA,NA,NA
Mountain,Trail,ec39d358-0637-4436-9e68-d65316db8fb2,14,d5293629-912a-4fc1-ae97-65e762d08b97,Bad Habit 3 [2018],"$3,300","Bad Habit 27+, 120mm, SmartForm C1 Alloy, Ai Offset, BB30, Flat Mount Brake, Pivoting Der Hanger, 1.5 Si headtube","RockShox Pike RC 120mm, Solo Air Spring, Charger Damper BOOST 110x15, Maxle Stealth, 51mm offset","WTB STX i35 TCS, 32 hole, 35mm inner, Tubeless Ready","Formula 110x15 w/30mm end caps front, Formula with HG driver 148x12 Ai Offset dish - rear",DT Swiss Champion,"Maxxis Rekon 27.5x2.8"",  3C, EXO Protection, Tubeless Ready",Not included,"Cannondale Si, BB30, SpiderRing 30t",Cannondale BB30,"Shimano CN-HG601, 11-speed","Shimano SLX, 11-46, 11-speed",NA,"Shimano XT, 11-speed Shadow Plus","Shimano SLX, 11-speed","Cannondale C3 riser, Alloy, 4°  upsweep, 9°  backsweep, 760x15mm",Cannondale Lock-On,"Cannondale C4, 6061 Alloy, 1-1/8"", 31.8, 5°",Tange 1.5 for Tapered Steer tubes,"Shimano Deore M6000 hydro disc, 180/160mm",Shimano Deore M6000 w/ Servo Wave,Cannondale Stage 3,"TransX Dropper Post, 31.6, 120mm drop, internal routing","S, M, L, XL",NA,"Fox Float DPS Performance EVOL SV, 3 Position Adjust",NA,NA,NA,NA,NA,NA
Mountain,Trail,ec39d358-0637-4436-9e68-d65316db8fb2,15,91d47dac-3b27-4064-bc96-ddc5f3cf7643,Bad Habit 4 [2018],"$2,600","Bad Habit 27+, 120mm, SmartForm C1 Alloy, Ai Offset, BB30, Flat Mount Brake, Pivoting Der Hanger, 1.5 Si headtube","RockShox Judy Gold, 120mm, tapered steerer, Fast Black Uppers, Solo Air, 15x110mm Maxle Stealth, 51mm offset","WTB STX i35TCS, 32 hole, 35mm inner, Tubeless Ready","Formula 110x15 front, Formula with HG driver 148x12 Ai Offset dish - rear","14g Stainless, Black","Maxxis Rekon 27.5x2.8"",  3C, EXO Protection, Tubeless Ready",Not included,"Cannondale Si, BB30 w/ Ai SpideRing, X-Sync®, 30t",FSA MegaExo,"KMC X11, 11-speed","SunRace 11-speed, 11-46",NA,"Shimano XT, 11-speed Shadow Plus","Shimano SLX, 11-speed","Cannondale C3 riser, Alloy, 4°  upsweep, 9°  backsweep, 760x15mm",Cannondale Locking Grips,"Cannondale C4, 6061 Alloy, 1-1/8"", 31.8, 5°",Tange 1.5 for Tapered Steer tubes,"Shimano Deore MT-500 hydro disc, 180/160mm",Shimano Deore MT-500 hydro disc,Cannondale Stage 3,"TransX Dropper Post, 31.6, 120mm drop, internal routing","S, M, L, XL",NA,"RockShox Monarch RT w/ high volume eyelet, 120mm travel",NA,NA,NA,NA,NA,NA
Mountain,Trail,ec39d358-0637-4436-9e68-d65316db8fb2,16,b89859a6-bead-4d7f-b994-8229b4200fae,Scalpel-Si Carbon SE,"$4,725","Scalpel SE, 115mm, BallisTec Carbon, Zero-Pivot seatstay, Carbon Link, PF30, 1.5 Si head tube, Ai Offset","Fox Float Performance 34 Stepcast, 120mm, Grip Damper, sweep adjust, 3-Pos adj., 15x110, tapered steerer, 44mm (27.5) / 51mm (29) offset","Stan's NoTubes Arch S1, 28h, tubeless ready","Formula 15x110 front, 12x142 rear w/ XD driver",DT Swiss Competition (Ai Offset dish - rear),"Maxxis Ardent 27.5/29 x 2.4"" front, 2.25"" rear, EXO Protection, tubeless ready",Not Included,"Truvativ Stylo 6K, 32T",Cannondale Alloy PressFit30,"SRAM NX Eagle, 12-speed","SRAM PG-1230, NX Eagle, 11-50, 12-speed",NA,SRAM GX Eagle,"SRAM NX Eagle, 12-speed","Cannondale C3 Riser, 6061 Alloy, 15mm rise, 8-degree sweep, 4-degree rise, 780mm",Cannondale Locking Grips,"Cannondale C3, 6061 Alloy, 1-1/8"", 31.8, 5-degree, 60mm",Tange 1.5 for Tapered Steer tubes,"SRAM Guide T hydro disc, 180/160mm Centerline rotors",SRAM Guide T hydro disc,"Fabric Scoop Shallow Elite, cro-mo rails","Cannondale DownLow Dropper Post, internal routing, 31.6, 100mm (S), 125mm (M), 150mm (L-XL)","S, M, L, XL",12.8 kg / 28.3 lbs (MD),"Fox Float DPS Performance EVOL, 115mm, 3-Pos lever",NA,NA,NA,NA,NA,NA
Mountain,Trail,ec39d358-0637-4436-9e68-d65316db8fb2,17,9fac4c6d-b10a-4fba-b826-abe0821b95ef,Scalpel SE 1 [2018],"$5,500","Scalpel SE, 115mm, BallisTec Carbon, Zero-Pivot seatstay, Carbon Link, PF30, 1.5 Si head tube, Ai Offset","Lefty 2.0 Alloy OPI, 2Spring, 120mm, PBR Isolated Damper Technology, 55mm offset (29), 50mm offset (27.5)","Stans NoTubes ZTR ARCH MK3 28hole, Tubeless ready, 26mm inner","Lefty 60 front, HollowGram by DT-Swiss 142x12 straight pull 28 hole rear (Ai Offset Dish).",DT Swiss Competition,"Maxxis Ardent 2.4""/2.25"", Dual Compound, EXO Protection, Tubeless Ready",Not included,"Truvativ Stylo Eagle 7K, 32t",Cannondale Alloy PressFit30,SRAM GX Eagle,SRAM 1275 Eagle 10-50t 12 speed,NA,SRAM X01 Eagle 12-speed,SRAM GX Eagle 12 speed Trigger,"Cannondale C3 riser, Alloy, 4°  upsweep, 9°  backsweep, 760x15mm",Cannondale Lock-On,"Cannondale C1, 6061 Alloy, 1.5"", 60mm, 31.8, 5°",Cannondale HeadShok Si,"Shimano XT hydro disc, 180/160mm",Shimano XT hydro disc,Fabric Scoop Flat Race w/ Titanium Rails,"RaceFace Turbine Dropper, 31.6mm, 125/150mm travel.","S (27.5"") M, L, XL (29"")",NA,"Fox Float Performance Elite DPS EVOL SV, 3 Position Adjust 115mm Travel",NA,NA,NA,NA,NA,NA
Mountain,Trail,ec39d358-0637-4436-9e68-d65316db8fb2,18,2bff3d63-42b3-402f-a308-9950115e9a19,Scalpel SE 2 [2018],"$4,500","Scalpel SE, 115mm, BallisTec Carbon, Zero-Pivot seatstay, Carbon Link, PF30, 1.5 Si head tube, Ai Offset","Fox Float 34, Performance Elite Series, 120mm, FIT-4 Damper, 3 Position Adjust, 110x15, 51mm Offset","Stans Notubes ZTR ARCH S1 28hole, Tubeless Ready, 26mm inner","Formula 110x15 Boost front, Formula 142x12 with XD driver, rear",DT Swiss Competition,"Maxxis Ardent 2.4""/2.25"", Dual Compound, EXO Protection, Tubeless Ready, gumwall",Not included,"Truvativ Stylo Eagle 6K, 32t",Cannondale Alloy PressFit30,SRAM GX Eagle,SRAM 1275 Eagle 10-50t 12-speed,NA,SRAM GX Eagle 12-speed,SRAM GX Eagle 12-speed Trigger,"Cannondale C3 riser, Alloy, 4°  upsweep, 9°  backsweep, 760x15mm",Cannondale Lock-On,"Cannondale C1, 6061 Alloy, 1-1/8"", 60mm, 31.8, 5°",Cannondale HeadShok Si,"SRAM Level TL hydro disc, 180/160mm, Centerline Rotors",SRAM Level TL,Fabric Scoop Flat Race w/ Titanium Rails,"RaceFace Aeffect Dropper, 31.6mm, 125/150mm travel.","S (27.5"") M, L, XL (29"")",NA,"Fox Float Performance DPS EVOL SV, 3 Position Adjust 115mm Travel",NA,NA,NA,NA,NA,NA
Mountain,All Mountain,480c9613-1c53-4432-9b58-e515215f1501,1,18b3b3f6-3ea2-4965-a873-17bf6d88661b,Trigger 2,"$5,500","Trigger, 145mm travel, BallisTec Carbon front triangle, SmartForm C1 Alloy swingarm, carbon shock link, Ai offset drivetrain, ISCG05, PF30, flat mount brake, tapered headtube","Fox Float Performance Elite 34, 150mm, FIT4 Damper, 3-Pos adj., 15x110, tapered steerer, 44mm offset","Stan's NoTubes Flow MK3, 32h, tubeless ready","Formula 15x110 front, SRAM 900 12x148 rear w/ XD driver",DT Swiss Competition (Ai Offset dish - rear),"Maxxis Minion DHF 27.5 x 2.5"" front, High Roller II 2.4"" rear, 3C Compound, EXO puncture protection, tubeless ready",Not Included,"Truvativ Descendant Carbon, 30T, Ai Custom",Cannondale Alloy PressFit30,"SRAM X01 Eagle, 12-speed","SRAM XG-1295, X01 Eagle, 10-50, 12-speed",NA,SRAM X01 Eagle,"SRAM X01 Eagle, 12-speed","Cannondale C1 Riser, Carbon, 15mm rise, 9° sweep, 4° rise, 780mm",Cannondale Locking Grips,"Cannondale C1, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 0°, 45mm","Integrated, 1-1/8 to 1.5"", sealed angular contact bearings","SRAM Guide RS hydro disc, 180/180mm Centerline rotors",SRAM Guide RS hydro disc,"Fabric Scoop Shallow Elite, cro-mo rails","Cannondale DownLow Dropper Post, internal routing, 31.6, 100mm (S), 125mm (M), 150mm (L-XL)","S, M, L, XL",NA,"Fox Float Performance Elite DPX2 EVOL w/ Gemini dual mode air spring system (Flow Mode - 145mm / Hustle Mode - 115mm), remote-actuated, 3-Pos adj.",NA,NA,NA,NA,NA,NA
Mountain,All Mountain,480c9613-1c53-4432-9b58-e515215f1501,2,10872498-75de-4b36-b933-ba2ac6f60ef9,Trigger 3,"$3,675","Trigger, 145mm travel, BallisTec Carbon front triangle, SmartForm C1 Alloy swingarm, carbon shock link, Ai offset drivetrain, ISCG05, PF30, flat mount brake, tapered headtube","Fox Float Rhythm 34, 150mm, Grip Damper, Sweep-Adj., 15x110, tapered steerer, 44mm offset","WTB STS i29 TCS, 32h, tubeless ready","Formula 15x110 front, 12x148 rear w/ HG driver",DT Swiss Champion (Ai Offset dish - rear),"Maxxis Minion DHF 27.5 x 2.5"" front, High Roller II 2.4"" rear, EXO puncture protection, folding",Not Included,"Truvativ Stylo 6K, 30T, Ai Custom",Cannondale Alloy PressFit30,"SRAM NX Eagle, 12-speed","SRAM PG-1230, NX Eagle, 11-50, 12-speed",NA,SRAM NX Eagle,"SRAM NX Eagle, 12-speed","Cannondale C3 Riser, 6061 Alloy, 15mm rise, 8° sweep, 4° rise, 780mm",Cannondale Locking Grips,"Cannondale C3, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 0°, 45mm","Integrated, 1-1/8 to 1.5"", sealed angular contact bearings","Shimano MT500 hydro disc, 180/180mm RT56 rotors",Shimano MT500 hydro disc,"Fabric Scoop Shallow Sport, steel rails","TranzX dropper, internal routing, 31.6, 100mm (S), 125mm (M-XL)","S, M, L, XL",NA,"Fox Float Performance DPS EVOL w/ Gemini dual mode air spring system (Flow Mode - 145mm / Hustle Mode - 115mm), remote-actuated, 3-Pos adj.",NA,NA,NA,NA,NA,NA
Mountain,All Mountain,480c9613-1c53-4432-9b58-e515215f1501,3,7de71cc2-5f31-4633-bbbc-a5c5a29f38b1,Trigger 1 [2018],"$7,750","All-New Trigger, 145mm travel, full BallisTec Carbon, carbon shock link, Ai offset drivetrain, ISCG05, PF30, flat mount brake, tapered headtube","Fox Factory Float 34,  27.5, 150mm, Fit 4, 3-pos Adj., Kashima coating, 110x15, tapered steerer, 44mm offset","Cannondale HollowGram 30 Carbon, 30mm inner, Tubeless Ready 27.5""","HollowGram 30 - 110x15 thru front / 148x12 thru rear w/Ai offset, Maxle Ultimate",Cannondale HollowGram 30,"Maxxis Minion DHF 27.5x2.3"" front, DHR II 2.3"" rear, 3C Compound, EXO puncture protection, folding , Tubeless Ready",Not included,"Truvativ Descendant Carbon Eagle, BB30 w/ custom Ai offset, 30t",Cannondale Alloy PressFit30,SRAM X01 Eagle 12-speed w/ PowerLink,"SRAM XG1295 Eagle 10-50t, 12-speed",NA,SRAM XX1 Eagle 12-speed,"SRAM X01 Eagle 12-speed, trigger","Cannondale C1 Carbon Riser, 15mm rise, 4° up, 9° back, 31.8, 780mm",Cannondale Locking Grips,"Cannondale C1, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 0°, 45mm","Integrated,  1-1/8 to 1.5"", sealed angular contact bearings","SRAM Guide RSC hydro disc, Centerline rotors 180/180mm","SRAM Guide RSC w/ contact point adjust, cartridge bearing, reach adjust",Fabric Scoop Shallow Race with Titanium rails,"RaceFace Turbine dropper, Internal Routing, 31.6, Travel -  125mm S / 150mm M-XL","S, M, L, XL",NA,"Fox Factory Float X EVOL w/Gemini remote-actuated dual mode air spring system, Flow Mode - 145mm / Hustle Mode - 115mm, Kashima coating, 3-Pos lever",NA,NA,NA,NA,NA,NA
Mountain,All Mountain,480c9613-1c53-4432-9b58-e515215f1501,4,a59abb83-ea84-470e-a2e8-d14f5409520c,Trigger 2 [2018],"$6,000","All-New Trigger, 145mm travel, BallisTec Carbon front triangle, SmartForm C1 Alloy swingarm, carbon shock link, Ai offset drivetrain, ISCG05, PF30, flat mount brake, tapered headtube","Fox Float 34 Performance Elite,  27.5, 150mm, Fit 4, 3-pos Adj., 110x15, tapered steerer, 44mm offset","WTB Frequency Team i29, 29mm inner, TCS Tubeless Ready 27.5"", 32h","SRAM 900 Boost - 110x15 thru front / 148x12 thru rear w/Ai offset, Maxle Ultimate","DT Swiss Competition, 2.0/1.8/2.0","Maxxis Minion DHF 27.5x2.3"" front, DHR II 2.3"" rear, 3C Compound, EXO puncture protection, folding , Tubeless Ready",Not included,"Truvativ Descendant Carbon Eagle, BB30 w/ custom Ai offset, 30t",Cannondale Alloy PressFit30,SRAM X01 Eagle 12-speed w/ PowerLink,"SRAM XG1295 Eagle 10-50t, 12-speed",NA,SRAM X01 Eagle 12-speed,"SRAM X01 Eagle 12-speed, trigger","Cannondale C1 Carbon Riser, 15mm rise, 4° up, 9° back, 31.8, 780mm",Cannondale Locking Grips,"Cannondale C1, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 0°, 45mm","Integrated,  1-1/8 to 1.5"", sealed angular contact bearings","SRAM Guide RS hydro disc, Centerline rotors 180/180mm","SRAM Guide RS w/ cartridge bearing, reach adjust",Fabric Scoop Shallow Elite with Cromoly rails,"RaceFace Turbine dropper, Internal Routing, 31.6, Travel -  125mm S / 150mm M-XL","S, M, L, XL",NA,"Fox Float X Performance Elite EVOL w/ Gemini remote-actuated dual mode air spring system, Flow Mode - 145mm / Hustle Mode - 115mm, 3-Pos lever",NA,NA,NA,NA,NA,NA
Mountain,All Mountain,480c9613-1c53-4432-9b58-e515215f1501,5,a534927b-d9cf-41b1-85a3-53a2ce3317b0,Trigger 3 [2018],"$4,000","All-New Trigger, 145mm travel, BallisTec Carbon front triangle, SmartForm C1 Alloy swingarm, carbon shock link, Ai offset drivetrain, ISCG05, PF30, flat mount brake, tapered headtube","Fox Float 34 Performance, 27.5, 150mm, 110x15, tapered steerer, 44mm offset","WTB Frequency Race i29, 29mm inner, TCS Tubeless Ready 27.5"", 32h",Formula w/ HG driver - 110x15 thru front / 148x12 thru rear w/Ai offset,DT Swiss Champion 2.0,"Maxxis Minion 27.5x2.3"" DHF front, DHR II rear, Dual Compound, folding, Tubeless Ready",Not included,"Cannondale Si, BB30, SpideRing 30T, Ai offset",Cannondale Alloy PressFit30,"Shimano HG601, 11-speed","Shimano XT, 11-speed, 11-46",NA,"Shimano XT, 11-speed Shadow Plus","Shimano SLX, 11-speed","Cannondale C3 Riser, 6061 Alloy, 15mm rise, 4° up, 9° back, 31.8, 780mm",Cannondale Locking Grips,"Cannondale C3, 6061 Alloy, 1-1/8"", 31.8, 0°, 45mm","Integrated,  1-1/8 to 1.5"", sealed angular contact bearings","Shimano SLX hydro disc, 180/180mm",Shimano SLX hydro disc,Fabric Radius Scoop,"TransX dropper, Internal Routing, 31.6, 120mm drop","S, M, L, XL",NA,"Fox Float Performance DPS EVOL w/ Gemini remote-actuated dual mode air spring system, Flow Mode - 145mm / Hustle Mode - 115mm",NA,NA,NA,NA,NA,NA
Mountain,Enduro,919ae01a-f75e-464a-8e70-c5f4730be7f3,1,44856213-74d8-4c52-a271-9efb37e13bbe,Jekyll 1,"$8,200","Jekyll, 165mm travel, BallisTec Carbon Frame and Swingarm, carbon shock link, Ai offset drivetrain, ISCG05, PF30, flat mount brake, tapered headtube","Fox Float Factory 36, 170mm, FIT Grip2 Damper, Kashima coating, 15x110, tapered steerer, 44mm offset","Cannondale HollowGram 30 Carbon, 30mm ID, tubeless ready","HollowGram 30 - 15x110 front, 12x148 rear, straight pull w/ XD driver","HollowGram, double-butted straight pull (Ai Offset dish - rear)","Maxxis Minion DHF 27.5 x 2.5"" front, DHR II 2.4"" rear, 3C Compound, EXO puncture protection, tubeless ready",Not Included,"Truvativ Descendant Carbon, 30T, Ai Custom",Cannondale Alloy PressFit30,"SRAM X01 Eagle, 12-speed","SRAM XG-1295, X01 Eagle, 10-50, 12-speed",NA,SRAM XX1 Eagle,"SRAM X01 Eagle, 12-speed","Cannondale C1 Riser, Carbon, 15mm rise, 9° sweep, 4° rise, 780mm",Cannondale Locking Grips,"Cannondale C1, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 0°, 35mm","Integrated, 1-1/8 to 1.5"", sealed angular contact bearings","SRAM Code RSC hydro disc, 200/180mm Centerline rotors",SRAM Code RSC hydro disc,"Fabric Scoop Shallow Race, ti rails","Fox Transfer dropper, internal routing, 31.6, 125mm (S), 150mm (M-XL)","S, M, L, XL",NA,"Fox Float Factory DPX2 EVOL w/ Gemini dual mode air spring system (Flow Mode - 165mm / Hustle Mode - 130mm), remote-actuated, 3-Pos adj.",NA,NA,NA,NA,NA,NA
Mountain,Enduro,919ae01a-f75e-464a-8e70-c5f4730be7f3,2,866bcd8b-aee4-4f1d-b9d9-38d29e703a07,Jekyll 2,"$5,500","Jekyll, 165mm travel, BallisTec Carbon front triangle, SmartForm C1 Alloy swingarm, carbon shock link, Ai offset drivetrain, ISCG05, PF30, flat mount brake, tapered headtube","Fox Float Performance Elite 36, 170mm, FIT4 Damper, 3-Pos adj., 15x110, tapered steerer, 44mm offset","Stan's NoTubes Flow MK3, 32h, tubeless ready","Formula 15x110 front, SRAM 900 12x148 rear w/ XD driver",DT Swiss Champion (Ai Offset dish - rear),"Maxxis Minion DHF 27.5 x 2.5"" front, DHR II 2.4"" rear, 3C Compound, EXO puncture protection, tubeless ready",Not Included,"Truvativ Stylo 7K, 30T, Ai Custom",Cannondale Alloy PressFit30,"SRAM GX Eagle, 12-speed","SRAM XG-1275, GX Eagle, 10-50, 12-speed",NA,SRAM X01 Eagle,"SRAM GX Eagle, 12-speed","Cannondale C3 Riser, 6061 Alloy, 15mm rise, 8° sweep, 4° rise, 780mm",Cannondale Locking Grips,"Cannondale C1, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 0°, 35mm","Integrated, 1-1/8 to 1.5"", sealed angular contact bearings","Shimano XT 4-piston hydro disc, 203/180mm",Shimano XT hydro disc,"Fabric Scoop Shallow Elite, cro-mo rails","Cannondale DownLow Dropper Post, internal routing, 31.6, 100mm (S), 125mm (M), 150mm (L-XL)","S, M, L, XL",NA,"Fox Float Performance Elite DPX2 EVOL w/ Gemini dual mode air spring system (Flow Mode - 165mm / Hustle Mode - 130mm), remote-actuated, 3-Pos adj.",NA,NA,NA,NA,NA,NA
Mountain,Enduro,919ae01a-f75e-464a-8e70-c5f4730be7f3,3,532685f1-0a28-4087-861a-7f9837a87a21,Jekyll 3,"$3,150","Jekyll, 165mm travel, SmartForm C1 Alloy, carbon shock link, Ai offset drivetrain, ISCG05, BB30, flat mount brake, tapered headtube","Fox Float Rhythm 36, 170mm, Grip Damper, Sweep Adj., 15x110, tapered steer, 44mm offset","WTB ST i29 TCS, 32h, tubeless ready","Formula 15x110 front, 12x148 rear w/ HG driver",DT Swiss Champion (Ai Offset dish - rear),"Maxxis Minion DHF 27.5 x 2.5"" front, DHR II 2.4"" rear, EXO puncture protection, tubeless ready",Not Included,"Truvativ Stylo 6K, 30T, Ai Custom",Cannondale BB30,"SRAM NX Eagle, 12-speed","SRAM PG-1230, NX Eagle, 11-50, 12-speed",NA,SRAM NX Eagle,"SRAM NX Eagle, 12-speed","Cannondale C3 Riser, 6061 Alloy, 15mm rise, 8° sweep, 4° rise, 780mm",Cannondale Locking Grips,"Cannondale C3, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 0°, 35mm","Integrated, 1-1/8 to 1.5"", sealed angular contact bearings","Shimano MT500 hydro disc, 180/180mm RT66 rotors",Shimano MT500 hydro disc,"Fabric Scoop Shallow Sport, steel rails","TranzX dropper, internal routing, 31.6, 80mm (XS), 100mm (S), 120mm (M-XL)","S, M, L, XL",NA,"Fox Float Performance DPS EVOL w/ Gemini dual mode air spring system (Flow Mode - 165mm / Hustle Mode - 130mm), remote-actuated, 3-Pos adj.",NA,NA,NA,NA,NA,NA
Mountain,Enduro,919ae01a-f75e-464a-8e70-c5f4730be7f3,4,5ebd53c1-a5ef-4514-ad70-ee884a5c21a4,Jekyll 1 [2018],"$7,750","All-New Jekyll, 165mm travel, BallisTec Carbon Frame and Swingarm, carbon shock link, Ai offset drivetrain, ISCG05, PF30, flat mount brake, tapered headtube","Fox Factory Float 36,  27.5, 170mm, HSC/LSC, 3-pos Adj., Kashima coating, 110x15, tapered steerer, 44mm offset","Cannondale HollowGram 30 Carbon, 30mm inner, Tubeless Ready 27.5""","HollowGram 30 - 110x15 thru front / 148x12 thru rear w/Ai offset, Maxle Ultimate","2.0/1.8/2.0 Stainless, Straight Pull","Maxxis Minion DHF 27.5x2.5"" front, DHR II 2.4"" rear, 3C Compound, EXO puncture protection, folding , Tubeless Ready",Not included,"Truvativ Descendant Carbon Eagle, BB30 w/ custom Ai offset, 30t",Cannondale Alloy PressFit30,SRAM X01 Eagle 12-speed w/ PowerLink,"SRAM XG1295 Eagle 10-50t, 12-speed",NA,SRAM XX1 Eagle 12-speed,"SRAM X01 Eagle 12-speed, trigger","Cannondale C1 Carbon Riser, 15mm rise, 4° up, 9° back, 31.8, 780mm",Cannondale Locking Grips,"Cannondale C1, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 0°, 35mm","Integrated,  1-1/8 to 1.5"", sealed angular contact bearings","SRAM Guide RSC hydro disc, Centerline rotors 200/180mm","SRAM Guide RSC w/ contact point adjust, cartridge bearing, reach adjust",Fabric Scoop Shallow Race with Titanium rails,"RaceFace Turbine dropper, Internal Routing, 31.6, Travel -  125mm S / 150mm M-XL","S, M, L, XL",NA,"Fox Factory Float X EVOL w/Gemini remote-actuated dual mode air spring system, Flow Mode - 165mm / Hustle Mode - 130mm, Kashima coating, 3-Pos lever",NA,NA,NA,NA,NA,NA
